3	5
6	7
6	8
6	6
4	6
8	6
11	10
4	5
8	8
8	8
4	6
3	3
3	4
2	1
4	6
9	7
3	5
4	5
6	5
6	8
4	7
8	9
12	5
6	5
6	8
9	9
4	3
4	6
6	9
6	6
9	8
2	3
8	7
3	5
6	4
17	20
9	7
2	2
3	5
6	4
6	8
3	3
4	5
3	3
4	5
6	7
8	8
4	5
2	3
11	9
6	8
4	3
8	10
3	3
8	7
6	5
4	6
4	5
9	7
4	5
3	5
8	8
4	5
4	5
9	12
4	4
4	5
4	5
2	2
4	4
8	8
6	8
3	3
4	4
4	6
6	7
4	5
2	2
6	5
6	5
2	2
3	5
2	2
4	5
3	3
3	3
4	6
4	6
4	3
3	5
2	3
2	2
2	3
4	2
3	4
2	2
3	4
4	5
6	7
4	5
4	5
3	3
4	5
9	10
4	6
6	4
6	4
2	2
3	4
3	3
8	9
2	3
3	5
6	7
4	5
3	4
2	3
8	6
2	1
3	4
3	3
4	3
6	5
2	2
3	3
4	3
3	3
2	3
2	1
4	5
3	4
2	2
2	1
4	3
4	4
3	4
2	2
3	3
2	2
6	7
4	4
3	5
8	4
3	3
3	1
2	1
2	1
6	6
2	3
4	6
3	4
8	6
2	4
6	4
4	5
3	3
2	3
15	16
3	2
3	4
8	5
3	3
6	6
3	4
4	4
6	4
4	7
6	6
2	1
3	4
8	3
4	4
3	2
8	9
12	9
9	9
4	5
4	3
2	2
6	5
2	2
2	1
3	3
4	3
4	5
2	1
4	3
2	3
3	4
4	4
2	1
8	6
6	4
2	1
3	2
3	4
6	5
3	2
3	4
4	6
4	3
4	3
2	1
2	2
2	2
2	1
2	2
2	2
6	3
4	5
6	7
8	6
8	6
3	3
3	3
3	2
3	2
6	6
2	1
4	6
3	4
4	4
8	3
4	4
2	1
4	5
4	4
2	1
4	6
8	6
2	4
9	5
2	2
2	1
6	4
3	5
2	2
3	4
3	4
4	5
2	3
3	4
2	1
4	4
3	5
2	2
6	5
6	7
4	4
2	1
3	4
4	3
2	2
3	4
4	3
8	6
4	5
9	3
2	2
3	4
8	6
3	3
3	4
4	4
3	4
2	3
3	4
4	5
2	1
2	1
3	4
3	3
2	2
2	1
2	2
2	1
2	2
2	2
2	2
2	1
3	6
3	3
2	2
2	2
6	4
2	2
2	1
2	1
8	6
4	3
8	5
3	4
2	2
2	1
2	3
4	3
3	2
3	3
2	2
3	3
2	2
3	2
4	4
2	2
2	3
2	1
3	3
2	3
2	3
11	11
2	2
3	2
2	2
2	2
3	2
3	4
4	5
2	3
4	4
2	2
3	2
3	2
4	4
3	2
3	4
6	6
2	1
3	4
3	3
4	7
2	2
3	1
3	2
4	6
3	1
3	3
2	3
2	1
3	4
4	5
4	4
8	5
6	4
3	2
2	2
6	4
6	6
4	5
4	5
2	1
4	3
4	4
6	3
3	3
6	3
6	7
4	5
2	3
3	4
6	6
2	3
4	2
2	2
3	3
2	1
3	3
2	2
4	5
2	2
4	5
6	7
2	1
3	3
2	2
2	1
2	1
2	1
2	1
2	2
2	1
3	4
3	1
2	1
2	3
3	4
4	6
3	3
4	6
3	2
3	3
3	4
3	3
2	4
4	6
9	9
4	6
4	5
6	5
4	4
9	6
11	10
9	8
11	11
4	6
8	7
6	8
6	4
6	6
12	10
9	8
3	4
11	8
9	8
11	12
8	8
4	6
4	3
8	6
6	7
11	9
8	8
9	12
9	9
8	5
4	5
8	8
11	10
3	5
4	4
4	2
8	8
3	3
8	6
11	8
4	4
11	10
4	5
3	3
4	6
3	4
8	6
9	8
8	7
4	6
9	9
9	11
8	6
11	11
4	7
11	10
6	8
3	3
11	14
8	6
8	10
4	7
3	4
3	5
9	8
3	3
12	12
8	12
6	6
11	10
8	7
9	10
12	11
9	13
9	7
9	8
3	5
11	12
11	12
6	7
12	11
11	13
9	9
6	8
17	15
11	11
4	8
9	11
11	10
4	6
12	12
8	5
9	11
8	7
15	12
11	12
12	15
12	15
8	8
11	9
14	15
12	10
8	8
14	12
12	13
4	6
6	8
11	13
6	7
9	11
6	8
8	10
9	9
17	18
17	15
4	6
18	19
8	10
9	10
8	9
9	12
9	12
14	18
14	15
17	20
14	16
14	14
19	22
9	9
8	8
9	10
11	12
11	14
8	9
11	14
8	9
9	10
15	12
9	10
15	16
9	10
8	9
12	12
9	10
6	10
14	14
11	14
12	14
11	12
9	10
12	15
6	8
14	15
11	11
15	17
8	10
17	20
8	7
14	15
6	9
18	17
12	14
17	14
14	17
11	15
15	16
9	14
17	16
11	13
15	15
12	10
14	12
11	12
6	8
18	17
11	15
15	17
12	13
12	13
14	13
12	13
11	11
12	15
21	25
12	13
15	17
14	16
17	17
8	11
14	14
15	17
17	16
20	25
11	13
14	17
18	18
15	20
14	11
12	11
11	12
20	17
11	12
12	16
9	10
9	12
15	15
8	9
14	15
14	16
11	13
11	13
9	10
18	21
8	10
8	11
15	16
12	13
8	10
14	13
12	14
9	11
14	17
9	8
18	17
17	18
11	12
18	12
19	19
9	9
12	16
8	10
14	18
9	11
14	17
15	19
15	20
11	11
11	14
14	14
12	16
15	18
15	17
17	18
12	13
9	6
11	13
12	14
14	16
11	11
22	22
14	17
19	20
12	13
15	14
17	17
17	16
19	19
15	13
15	17
15	19
17	19
11	12
19	22
9	12
18	21
15	13
17	16
15	17
11	12
21	18
15	18
17	17
9	11
22	26
14	15
18	23
11	12
19	19
17	19
14	16
15	18
11	11
17	17
18	18
22	22
17	22
20	22
12	18
15	16
17	15
14	17
18	19
11	13
21	23
17	20
12	15
6	9
11	12
15	17
17	18
9	12
14	16
12	15
17	22
20	19
12	15
20	18
14	15
15	19
12	14
18	15
11	15
18	16
15	20
14	15
22	24
15	19
12	14
18	22
14	14
12	12
18	23
18	19
11	14
18	21
17	19
11	17
11	14
19	20
17	15
21	23
11	14
11	11
18	20
15	17
11	12
8	9
20	22
9	11
19	23
19	22
14	17
19	16
22	20
14	15
14	17
21	23
14	12
17	20
14	15
12	16
19	23
14	17
18	20
15	14
14	16
17	17
12	14
19	19
12	14
17	16
17	17
12	17
18	20
18	19
12	14
17	18
17	19
14	15
12	16
15	18
21	18
22	27
15	15
15	14
21	22
14	14
18	18
18	20
21	24
14	17
17	17
11	11
21	25
14	14
15	14
19	21
15	15
17	15
15	18
15	17
22	25
15	16
14	15
20	22
14	16
15	17
18	19
14	16
18	23
19	22
12	15
18	18
20	21
15	19
23	27
9	11
18	22
18	20
17	17
17	16
17	23
8	8
19	18
17	20
17	15
21	24
19	20
20	21
20	20
18	17
21	27
15	12
17	17
19	24
18	17
18	22
20	22
15	20
24	26
17	18
17	18
23	29
11	12
14	13
18	17
12	13
18	18
18	22
18	20
12	15
9	13
20	21
14	14
20	19
19	20
14	15
17	19
17	14
20	26
17	17
17	16
14	20
19	19
15	17
18	18
11	14
17	19
20	20
12	15
21	27
12	12
18	20
12	15
15	17
17	17
18	19
15	15
18	17
18	20
12	14
19	17
14	17
15	16
18	16
19	20
12	14
18	14
14	18
15	17
12	10
20	24
15	19
19	21
14	16
17	18
12	15
14	16
14	16
12	17
23	25
21	23
14	17
21	24
15	18
20	25
20	24
20	23
17	14
15	20
17	15
18	21
14	19
17	16
19	20
12	14
18	19
17	20
11	12
14	17
22	20
19	20
15	17
12	14
17	16
14	17
19	18
12	16
18	20
21	21
12	15
19	21
12	13
19	20
17	18
17	20
22	30
18	16
18	19
11	13
17	19
17	21
21	23
19	21
24	29
14	14
21	22
18	17
19	25
14	20
15	16
19	24
18	20
18	20
12	11
19	21
8	8
23	26
12	14
18	19
17	17
17	17
21	21
11	13
22	22
14	15
18	22
17	19
17	17
14	17
22	22
22	23
15	16
18	18
20	22
17	15
19	18
17	18
14	15
20	24
15	19
8	9
17	15
20	22
14	16
19	19
20	27
15	13
20	20
11	16
18	17
11	14
14	16
11	13
14	14
20	23
14	15
20	18
21	20
22	22
12	13
21	26
9	10
22	22
19	20
12	16
15	18
18	18
20	23
14	20
20	22
18	22
14	18
17	18
21	21
21	19
15	17
17	19
18	22
12	13
12	12
22	29
14	18
21	25
14	15
17	20
14	18
15	18
11	12
14	14
15	17
19	18
14	15
9	12
22	25
9	11
14	15
14	12
18	21
9	11
15	13
15	16
15	16
22	25
14	16
15	13
12	13
23	28
12	15
17	21
14	14
21	24
14	15
14	15
21	26
11	14
22	22
17	15
18	20
15	18
22	24
11	11
21	19
20	19
9	11
18	21
15	19
18	22
9	15
18	20
15	15
17	17
11	11
12	14
20	19
12	14
11	12
18	16
20	22
17	22
14	11
14	19
21	19
12	15
12	16
18	19
12	14
12	13
11	10
21	25
14	15
19	23
15	19
15	12
11	15
17	20
8	11
11	8
17	18
12	14
12	14
18	17
17	18
11	14
18	19
15	15
14	16
17	19
4	7
22	25
12	14
18	17
18	20
12	16
11	12
12	14
17	17
20	23
14	16
20	21
11	15
15	18
21	19
17	16
22	21
12	16
14	12
17	21
20	22
9	10
18	21
15	14
19	21
19	16
19	20
18	17
19	15
12	15
14	13
23	28
8	8
17	20
9	10
11	10
12	13
11	14
14	15
22	25
17	20
21	22
12	13
17	19
14	15
17	19
14	17
11	13
14	14
12	14
9	12
12	13
11	10
12	16
8	11
9	10
12	14
20	15
18	18
22	22
22	19
12	11
15	19
14	17
15	15
9	10
22	21
18	20
18	19
14	13
18	19
17	20
8	10
12	12
14	16
19	19
8	8
14	13
12	13
14	16
9	9
14	14
15	14
9	13
18	18
12	14
19	19
9	10
14	15
12	13
14	16
18	18
9	10
9	9
11	13
17	17
6	9
19	24
17	13
15	14
8	8
14	14
11	14
14	13
9	10
12	12
20	23
8	9
15	16
11	14
14	16
8	8
15	18
6	7
8	7
8	9
14	15
12	14
9	10
18	17
11	12
21	22
9	11
12	12
11	12
15	15
8	7
8	8
17	20
17	15
12	13
8	9
14	15
9	10
15	14
12	11
15	15
18	18
8	8
12	13
12	14
9	10
3	4
14	13
11	10
14	16
18	22
12	16
12	13
12	14
15	19
9	8
18	15
4	7
11	13
6	7
9	9
15	13
8	7
9	11
6	8
17	17
9	10
9	11
11	11
8	9
9	13
17	16
14	12
6	7
17	16
9	11
17	18
9	10
11	10
6	7
9	11
9	7
11	12
8	9
14	14
15	18
11	11
14	18
8	6
14	14
6	8
14	14
11	11
9	9
12	13
12	13
8	10
9	11
15	17
4	5
12	11
11	13
8	11
17	18
12	16
9	11
11	10
11	11
11	12
9	11
6	8
8	11
8	8
11	13
8	9
8	9
18	20
15	16
14	15
9	10
9	11
8	9
18	19
8	8
12	12
11	12
6	7
12	14
12	13
11	12
11	13
6	7
3	5
4	5
6	7
12	14
12	12
8	10
8	8
12	15
6	8
9	10
8	11
9	8
15	14
12	14
12	16
4	6
9	13
8	9
15	17
9	9
12	13
11	13
9	10
8	9
4	6
9	13
15	14
9	10
8	10
9	9
14	18
8	9
12	13
11	12
15	18
11	11
8	7
9	11
11	12
11	12
11	9
9	9
9	12
9	12
9	11
12	12
17	18
4	5
6	8
9	12
6	8
11	12
8	11
8	10
8	6
15	14
9	9
3	4
9	8
8	11
11	12
6	7
4	7
8	9
12	10
11	12
12	14
8	9
3	4
8	6
11	11
4	5
8	11
11	11
8	8
4	5
12	14
12	13
8	8
9	12
8	10
12	14
15	14
4	6
8	11
14	10
11	11
9	10
4	6
8	10
9	11
8	7
4	7
6	8
8	10
6	7
9	11
9	10
8	5
8	8
8	7
8	10
9	7
12	13
9	8
8	7
4	6
6	7
6	6
9	10
6	9
4	8
6	7
3	4
8	9
9	8
4	5
3	5
6	11
6	9
2	3
9	11
3	4
8	9
8	10
8	8
6	9
9	11
8	8
11	9
3	4
4	4
9	10
4	5
8	8
3	4
6	7
9	12
11	10
6	5
9	10
3	4
4	6
4	4
6	7
8	5
6	7
3	4
6	7
3	3
9	9
2	1
2	2
6	7
9	10
6	5
2	3
8	10
4	6
3	4
3	3
4	2
3	3
4	5
6	7
8	6
6	7
6	7
3	3
4	7
4	5
6	8
4	6
9	9
4	5
4	6
6	7
3	3
8	8
3	2
6	5
6	7
6	8
3	4
3	3
2	2
4	5
4	6
3	4
11	11
4	6
6	7
3	2
3	5
8	7
3	5
4	7
2	3
8	6
6	4
6	7
3	4
4	7
3	3
2	2
8	6
2	2
4	5
2	2
2	1
2	2
6	4
3	4
6	6
2	2
3	2
6	4
3	4
4	5
4	7
4	7
6	6
2	3
4	6
2	1
2	2
2	3
4	5
2	3
2	2
6	7
2	1
4	5
3	3
3	5
2	2
2	3
6	8
3	4
8	6
3	3
3	4
6	5
3	4
4	4
3	4
3	3
4	4
4	5
2	1
2	2
2	1
4	4
2	2
2	2
2	2
4	6
3	3
2	3
3	4
2	1
4	6
2	2
4	5
2	2
2	2
6	5
3	4
3	4
2	2
4	3
2	1
4	5
2	1
3	3
4	5
2	2
3	2
4	4
2	1
3	2
3	3
4	4
3	4
3	2
3	4
3	3
4	4
4	6
3	4
6	4
3	3
3	3
2	2
2	2
2	1
3	2
3	3
2	2
2	2
2	1
2	2
2	1
4	5
3	4
4	6
2	1
2	1
4	6
2	1
2	2
2	3
3	3
4	3
2	3
2	1
2	2
3	3
2	3
6	6
2	2
2	1
2	3
3	4
4	5
3	3
2	1
2	1
3	3
3	2
8	5
2	2
2	2
2	2
4	3
2	3
3	3
11	10
6	5
2	2
2	1
3	4
6	3
3	4
2	2
2	1
2	2
2	1
6	4
2	1
2	2
3	4
2	2
4	4
2	2
3	4
2	1
2	2
2	2
2	1
2	1
2	1
3	4
3	4
4	4
3	3
2	2
2	2
3	3
3	3
2	2
3	2
2	2
3	1
2	1
4	3
2	2
2	2
2	2
3	4
4	4
3	2
2	1
6	3
2	3
2	3
2	2
2	1
2	2
3	1
2	2
2	2
2	2
3	1
3	2
2	2
2	3
2	2
3	1
2	2
2	2
2	2
4	3
3	3
2	2
3	3
2	2
2	1
3	3
2	1
2	1
3	3
4	2
2	2
2	2
2	2
3	3
2	1
2	1
2	1
6	3
2	1
2	2
2	3
2	2
3	3
2	1
2	1
4	4
3	2
4	4
2	2
2	2
2	1
3	3
3	2
8	4
2	3
2	1
6	2
2	1
2	1
3	2
4	4
2	1
3	2
2	2
2	1
2	1
2	2
3	1
2	1
3	3
3	3
2	1
3	2
3	3
2	1
2	2
2	1
2	2
2	1
2	1
4	3
4	4
2	1
8	5
2	1
2	1
2	1
2	3
3	3
2	1
3	2
3	1
2	2
3	3
3	2
3	2
2	1
2	1
3	1
2	2
2	1
2	1
2	2
2	1
4	3
3	3
2	1
3	4
6	5
2	1
3	2
2	1
2	1
3	4
2	2
3	3
4	5
3	3
6	4
3	4
2	1
6	4
6	5
8	4
3	3
2	2
2	2
2	2
6	3
3	2
2	3
4	2
3	3
2	3
2	2
4	4
2	1
3	2
2	2
3	3
3	4
2	2
2	3
3	3
2	1
3	3
2	1
2	2
3	6
4	5
2	1
2	3
2	2
3	3
4	5
2	2
4	4
6	7
2	2
2	2
4	7
4	6
3	4
3	3
4	5
4	4
4	3
6	7
4	5
4	6
4	4
3	3
3	4
6	7
3	3
9	9
3	6
3	3
4	6
6	5
4	4
8	7
3	4
6	7
3	4
6	5
8	5
6	8
3	2
4	6
3	4
3	4
4	5
8	9
4	6
8	6
3	4
6	6
4	7
3	4
4	5
6	8
4	4
4	7
6	9
4	5
4	6
11	11
6	7
8	7
4	5
6	5
6	4
8	8
8	8
3	4
9	8
6	7
4	5
3	4
8	9
3	6
4	6
11	10
6	6
6	8
4	4
3	5
8	9
6	6
9	8
8	8
8	7
12	10
8	9
6	8
6	7
6	8
6	7
2	2
8	7
6	6
8	7
12	11
8	7
12	14
6	6
4	6
6	5
12	10
4	7
6	7
6	9
4	5
14	10
8	9
14	13
4	7
3	4
6	8
11	12
6	7
11	14
4	7
9	11
11	9
4	6
4	7
8	8
4	5
4	7
8	9
4	5
6	8
9	10
12	14
11	9
6	9
8	9
9	12
12	12
11	10
11	14
9	11
6	10
9	8
4	5
6	8
2	3
14	14
6	10
12	12
4	6
12	14
6	8
9	12
14	16
11	13
6	6
6	10
4	5
11	10
9	9
8	8
8	10
9	10
6	8
9	10
6	6
12	14
6	9
9	12
9	13
8	10
8	9
6	6
12	14
8	9
15	17
8	11
14	14
6	10
4	8
11	11
9	10
6	7
9	11
9	12
6	8
9	11
12	14
9	9
14	17
14	15
6	10
12	15
9	12
9	13
9	10
11	12
15	14
11	13
9	10
8	11
15	16
18	17
17	17
9	14
15	19
11	11
12	13
8	10
9	10
14	16
17	18
17	17
8	9
12	14
18	20
15	19
12	13
14	15
8	11
8	11
12	10
6	8
8	8
11	14
14	15
12	16
8	11
11	14
9	11
8	9
9	12
9	11
11	13
14	14
14	16
17	19
14	17
11	9
14	14
11	9
8	10
12	14
9	12
11	13
12	15
12	13
14	14
11	11
9	12
14	16
14	18
11	11
17	20
8	11
15	16
12	16
12	14
22	16
12	12
9	11
12	16
12	13
14	14
17	19
9	12
14	14
14	17
12	17
12	15
8	6
12	15
14	18
14	17
11	13
9	12
17	18
11	13
9	11
22	21
18	23
17	20
14	17
12	13
15	17
14	14
11	13
14	16
14	14
11	14
12	13
11	9
20	17
18	19
6	7
14	17
4	8
18	18
9	11
12	13
12	14
15	19
12	14
11	15
14	13
12	15
17	17
17	20
18	17
14	16
11	13
14	16
14	14
14	14
18	20
12	15
11	11
14	16
15	13
12	15
8	8
15	15
14	17
12	15
17	19
18	20
14	15
14	14
22	28
18	23
11	14
12	16
17	17
11	15
8	10
19	22
21	22
12	14
18	20
18	23
8	10
11	15
20	24
17	19
11	13
14	16
19	22
12	15
18	14
15	18
14	12
11	16
20	20
11	12
15	19
17	20
14	16
9	13
12	15
8	11
11	11
18	22
21	19
15	19
15	17
14	18
15	18
12	13
18	21
14	15
14	17
14	11
15	19
18	19
18	16
18	24
20	22
15	16
12	16
19	23
15	17
18	19
11	12
17	16
18	22
20	22
18	20
11	14
12	17
14	17
18	19
18	23
11	14
20	19
14	15
11	13
20	23
14	16
19	18
14	16
20	25
14	18
14	17
11	13
14	17
18	21
9	11
12	17
14	16
15	17
17	19
17	16
18	16
9	11
12	16
15	18
14	14
18	22
20	24
18	20
11	17
12	14
17	18
8	9
15	16
14	18
21	21
20	21
17	17
22	24
18	18
15	18
20	23
15	18
14	16
12	17
12	15
14	18
17	16
15	14
15	20
21	24
17	20
12	12
17	16
21	24
14	11
15	18
14	16
14	16
18	19
17	20
8	10
14	15
20	23
11	11
18	21
14	17
17	19
18	19
18	19
14	16
11	13
20	17
19	19
18	23
14	17
17	19
15	18
19	22
17	20
15	18
14	15
9	11
15	17
19	22
12	15
11	13
17	20
18	21
14	16
19	17
21	30
15	19
17	19
11	13
15	18
18	21
14	17
12	12
18	23
11	13
22	25
12	13
18	19
15	18
12	13
14	14
8	11
15	15
9	13
17	20
14	19
8	9
21	27
15	19
21	20
8	9
18	20
22	25
15	19
9	11
22	24
14	16
15	15
21	25
19	20
19	18
17	21
18	20
9	12
17	18
19	20
19	20
15	17
11	14
17	19
12	11
18	23
18	19
14	16
